return,duration,dollar_pnl
7.681818181818182,253,2028.0
-1.1000000000000352,43,-365.2000000000117
-1.0999999999999308,32,-184.7999999999884
-1.1,5,-264.0
-1.099999999999909,1,-281.5999999999767
0.5242718446601942,247,432.0
-1.0999999999999157,2,-303.5999999999767
5.198863636363637,257,1830.0
-1.1,4,-374.00000000000006
-1.0999999999999621,236,-677.5999999999767
-1.1000000000000953,2,-268.4000000000233
-1.1000000000000576,11,-444.4000000000233
-1.0999999999999837,3,-778.7999999999885
2.706611570247934,2675,3930.0
-1.0999999999999213,2,-162.79999999998836
-1.099999999999829,1,-149.59999999997672
-1.1000000000002772,1,-92.40000000002328
-1.099999999999829,2,-74.79999999998836
-1.1,2,-110.00000000000001
-1.100000000000036,6,-708.4000000000232
-1.1,9,-176.0
-1.1000000000000503,14,-255.20000000001167
-1.0999999999998678,7,-193.59999999997672
-1.1000000000003638,7,-35.20000000001164
-1.1,52,-418.00000000000006
-1.1000000000000352,9,-365.2000000000117
13.723684210526315,4935,2086.0
-1.0999999999998813,81,-215.59999999997675
-1.0999999999999683,9,-404.79999999998836
2.197080291970803,1329,1204.0
1.9072847682119205,270,1152.0
-1.1,557,-484.00000000000006
-1.099999999999953,3,-272.79999999998836
-1.1000000000002772,1,-92.40000000002328
-1.1,1,-22.0
-1.0999999999995842,1,-30.79999999998836
-1.100000000000224,67,-57.20000000001164
-1.1,70,-726.0000000000001
-1.0999999999999213,1,-162.79999999998836
1.3983050847457628,14,660.0
0.2922077922077922,1,180.0
-1.1000000000058208,1,-4.400000000023283
-1.1,1,-88.0
-1.1,2,-132.0
-1.0999999999999752,13,-514.7999999999884
-1.0999999999999157,60,-303.5999999999767
-1.0999999999999654,70,-743.5999999999766
-1.0999999999999825,46,-734.7999999999884
-1.1000000000000352,109,-730.4000000000234
5.137499999999999,110,1643.9999999999998
-1.1,69,-352.0
1.5215827338129495,840,2538.0
3.819587628865979,89,1482.0
-1.0999999999999548,23,-567.5999999999767
-1.0999999999998507,8,-171.5999999999767
-1.0999999999999646,24,-360.79999999998836
-1.1000000000005292,1,-48.40000000002328
-1.0999999999985448,7,-8.799999999988358
-1.100000000000104,6,-246.40000000002328
-1.1000000000000427,36,-299.20000000001164
-1.1,1,-110.00000000000001
-1.1000000000000463,6,-277.20000000001164
-1.0999999999999683,2,-404.79999999998836
2.853211009174312,3089,1244.0
-1.0999999999999859,4,-910.7999999999884
3.670774647887324,4551,4170.0
-1.0999999999999674,11,-787.5999999999767
-1.0999999999999264,7,-347.5999999999767
5.09765625,358,2610.0
1.2226277372262773,1340,669.9999999999999
1.5139534883720929,431,1301.9999999999998
-1.1000000000000576,109,-444.4000000000233
2.41726618705036,921,1344.0
-1.0999999999993533,1,-39.59999999997672
-1.0999999999996937,1,-83.59999999997672
8.930769230769231,121,2322.0
-1.0999999999999646,22,-360.79999999998836
-1.1000000000000352,7,-365.2000000000117
-1.1000000000000882,1,-290.4000000000233
-1.09999999999998,8,-646.7999999999884
-1.099999999999961,231,-655.5999999999767
0.5,17,242.0
0.23591549295774647,6,134.0
-1.0999999999999683,6,-404.79999999998836
-1.0999999999999441,5,-228.7999999999884
-1.1000000000000607,17,-211.20000000001164
-1.1000000000000503,79,-255.20000000001167
-1.0999999999999412,5,-435.5999999999767
-1.0999999999998922,1,-118.79999999998836
-1.1000000000000212,51,-1214.4000000000233
-1.0999999999999666,2,-765.5999999999767
-1.0999999999999883,245,-1086.7999999999884
-1.0999999999997574,2,-105.59999999997672
-1.100000000000142,5,-180.40000000002328
-1.0999999999999308,1,-369.5999999999768
-1.0999999999999566,119,-294.79999999998836
0.5882352941176471,23,400.0
6.595238095238096,46,1662.0000000000002
-1.1,7,-572.0
-1.1000000000000427,2,-299.20000000001164
-1.1000000000000525,2,-488.4000000000233
-1.0999999999998813,1,-215.59999999997675
-1.0999999999999666,37,-765.5999999999767
-1.0999999999999666,282,-382.79999999998836
-1.1000000000000607,48,-211.20000000001164
-1.0999999999999412,5,-435.5999999999767
0.4358974358974359,8,272.0
0.596,21,298.0
1.7443820224719102,50,1242.0
-1.0999999999999466,16,-479.5999999999767
-1.1000000000000283,8,-906.4000000000233
-1.100000000000055,1,-233.20000000001164
-1.1,16,-418.00000000000006
-1.1,96,-418.00000000000006
-1.100000000000224,1,-57.20000000001164
9.884615384615383,167,3083.9999999999995
-1.100000000000082,7,-312.4000000000233
-1.0999999999998922,2,-237.59999999997672
-1.0999999999999441,28,-457.5999999999768
-1.0999999999999412,26,-435.5999999999767
-1.1,16,-462.00000000000006
-1.0999999999998507,2,-171.5999999999767
-1.0999999999998922,93,-237.59999999997672
-1.1,4,-154.0
5.445205479452055,1301,1590.0
0.721875,149,462.0
-1.1000000000000385,4,-664.4000000000233
-1.0999999999999792,100,-1227.5999999999767
-1.0999999999999837,1317,-778.7999999999885
-1.099999999999953,46,-272.79999999998836
-1.0999999999999757,1299,-1051.5999999999767
-1.1000000000000374,9,-686.4000000000233
-1.1,35,-902.0000000000001
-1.0999999999996937,1,-83.59999999997672
-1.0999999999998678,98,-96.79999999998836
-1.0999999999999581,6,-611.5999999999767
-1.1000000000000525,2,-488.4000000000233
-1.0999999999999883,4,-1086.7999999999884
-1.1000000000000094,25,-1355.2000000000116
4.923333333333333,12054,2953.9999999999995
-1.0999999999985448,15,-17.599999999976717
-1.100000000000008,11,-1597.2000000000116
0.4206896551724138,32,488.0
0.39226519337016574,29,284.0
-1.100000000000048,27,-532.4000000000233
-1.1,38,-352.0
-1.0999999999995842,1,-61.59999999997672
7.379310344827585,29,2567.9999999999995
-1.1000000000000463,9,-277.20000000001164
-1.1,1,-154.0
-1.0999999999999728,1,-470.79999999998836
-1.0999999999996937,1,-83.59999999997672
-1.1000000000000147,2,-871.2000000000116
-1.1,29,-506.00000000000006
-1.0999999999998922,4329,-118.79999999998836
0.3225806451612903,3,240.0
-1.1000000000009702,1,-26.400000000023283
0.587378640776699,10,241.99999999999997
-1.099999999999829,1,-74.79999999998836
6.133333333333334,19,368.0
0.10344827586206896,7,72.0
-1.1,20,-264.0
-1.099999999999953,11,-272.79999999998836
-1.1000000000000503,77,-510.40000000002334
-1.1000000000009702,1,-13.200000000011642
-1.1000000000000525,2,-488.4000000000233
1.11875,387,716.0
3.515625,119,450.0
-1.1,1,-22.0
-1.099999999999953,1,-272.79999999998836
-1.1,1,-22.0
4.932203389830509,82,1164.0
0.1540084388185654,3,146.0
-1.099999999999982,21,-712.7999999999884
-1.0999999999999441,4,-228.7999999999884
-1.0999999999999566,1,-294.79999999998836
-1.0999999999998678,6,-193.59999999997672
-1.1000000000000414,68,-620.4000000000234
-1.1000000000000427,1,-299.20000000001164
-1.0999999999998813,1,-215.59999999997675
-1.0999999999999865,32,-954.7999999999884
-1.1000000000000676,136,-378.4000000000232
-1.099999999999909,73,-140.79999999998836
-1.1,615,-440.00000000000006
1.356,60,678.0
-1.099999999999953,9,-272.79999999998836
-1.0999999999985448,1,-17.599999999976717
10.296610169491526,294,2430.0
-1.0999999999998678,21,-193.59999999997672
-1.1000000000000174,11,-739.2000000000116
-1.1000000000000882,78,-290.4000000000233
-1.0999999999999597,2,-633.5999999999767
-1.0999999999999621,2,-338.79999999998836
-1.1000000000000123,5,-1047.2000000000116
8.648936170212766,8198,8130.0
-1.1000000000000314,4,-409.2000000000117
-1.0999999999985448,1,-17.599999999976717
-1.1000000000000374,11,-686.4000000000233
-1.0999999999999635,26,-699.5999999999767
-1.1000000000000718,9,-356.4000000000233
-1.0999999999998678,2,-96.79999999998836
3.289473684210526,1682,999.9999999999999
5.09375,1245,2934.0
-1.0999999999999683,30,-809.5999999999767
-1.0999999999999157,26,-303.5999999999767
-1.1000000000001877,4,-136.40000000002328
-1.0999999999999441,26,-457.5999999999768
-1.0999999999999381,1236,-413.5999999999767
-1.099999999999976,32,-536.7999999999884
-1.0999999999998678,1,-96.79999999998836
-1.0999999999999646,9,-360.79999999998836
-1.100000000000224,1,-57.20000000001164
-1.1,1,-44.0
-1.1,1,-44.0
-1.1000000000009702,1,-26.400000000023283
-1.0999999999998813,121,-215.59999999997675
-1.1000000000000525,53,-488.4000000000233
-1.1,47,-242.00000000000003
-1.1,37,-110.00000000000001
-1.0999999999999157,11,-303.5999999999767
-1.1,25,-462.00000000000006
-1.1000000000009702,1,-26.400000000023283
-1.0999999999998813,12,-215.59999999997675
-1.1000000000001264,35,-101.20000000001163
-1.100000000000104,12,-123.20000000001164
-1.100000000000104,14,-246.40000000002328
-1.0999999999999381,4,-413.5999999999767
-1.0999999999999683,47,-404.79999999998836
-1.0999999999998922,1251,-237.59999999997672
-1.1000000000000767,13,-167.20000000001167
-1.1000000000000607,5,-211.20000000001164
-1.0999999999998922,2,-118.79999999998836
-1.1,67,-220.00000000000003
-1.0999999999999381,11,-206.79999999998836
-1.1000000000000283,123,-453.20000000001164
-1.1000000000001264,17,-101.20000000001163
-1.0999999999998507,1,-171.5999999999767
-1.1000000000000503,2,-255.20000000001167
9.448453608247423,913,3666.0
7.342105263157894,20,1115.9999999999998
-1.1000000000000767,5,-334.40000000002334
-1.1000000000000398,6,-321.20000000001164
-1.100000000000048,6,-532.4000000000233
-1.0999999999999013,9,-259.5999999999767
-1.1,11,-638.0
1.549618320610687,195,812.0
-1.0999999999997574,1,-105.59999999997672
2.3492063492063493,218,592.0
-1.1000000000000607,102,-422.4000000000233
-1.0999999999985448,1,-8.799999999988358
-1.0999999999993533,1,-39.59999999997672
-1.1000000000000352,2,-365.2000000000117
-1.099999999999977,33,-558.7999999999884
-1.100000000000055,2,-233.20000000001164
-1.1000000000001617,5,-158.40000000002328
-1.0999999999998678,24,-193.59999999997672
-1.0999999999998813,34,-215.59999999997675
-1.100000000000224,2,-114.40000000002328
-1.0999999999999852,64,-866.7999999999884
-1.0999999999999692,167,-831.5999999999767
-1.1,3,-264.0
3.716535433070866,4086,1888.0
-1.1000000000001264,5,-202.40000000002325
-1.0999999999985448,1,-8.799999999988358
-1.1000000000000332,6,-387.2000000000117
-1.1,2,-110.00000000000001
-1.1000000000000767,1,-167.20000000001167
-1.1000000000000247,64,-519.2000000000116
-1.1000000000000767,3,-167.20000000001167
-1.1,7,-242.00000000000003
-1.100000000000142,1,-180.40000000002328
-1.099999999999982,33,-712.7999999999884
-1.0999999999997994,26,-127.59999999997673
-1.0999999999999381,2,-206.79999999998836
-1.0999999999999646,148,-360.79999999998836
15.0,70,2040.0
-1.1,4,-638.0
-1.1,75,-3410.0000000000005
1.9637096774193548,79,974.0
0.9131455399061033,58,778.0
6.5701754385964914,753,1498.0
-1.1000000000000185,3,-695.2000000000118
5.590243902439025,155,4584.0
-1.1000000000000159,18,-805.2000000000116
-1.1,37,-418.00000000000006
-1.1000000000000576,23,-444.4000000000233
0.4714285714285714,1,264.0
-1.099999999999829,2,-74.79999999998836
-1.100000000000104,1,-123.20000000001164
8.142857142857142,148,3648.0
0.060126582278481014,2,76.0
-1.1000000000000247,49,-1038.4000000000233
7.012195121951219,104,3450.0
-1.0999999999999879,7,-1064.7999999999884
-1.0999999999999466,2,-479.5999999999767
-1.099999999999909,2,-140.79999999998836
-1.1000000000000676,7,-378.4000000000232
-1.1,133,-990.0000000000001
-1.1000000000000576,10,-444.4000000000233
-1.0999999999997574,8,-105.59999999997672
-1.1,16,-22.0
-1.1000000000000463,13,-277.20000000001164
-1.1,87,-330.0
-1.0999999999999412,7,-435.5999999999767
-1.1000000000001617,2,-158.40000000002328
-1.1,5,-132.0
-1.1,26,-176.0
-1.1000000000000767,1323,-334.40000000002334
-1.1,1313,-1012.0000000000001
-1.099999999999949,51,-250.7999999999884
-1.09999999999997,7,-426.7999999999883
-1.1000000000000196,4,-651.2000000000116
-1.0999999999999874,34,-1020.7999999999884
-1.09999999999998,58,-646.7999999999884
-1.0999999999999412,39,-435.5999999999767
-1.0999999999999441,6,-457.5999999999768
-1.1000000000000718,40,-356.4000000000233
-1.0999999999999346,21,-391.5999999999767
-1.1,9,-286.0
0.4852941176470589,25,330.00000000000006
-1.100000000000142,28,-180.40000000002328
-1.1000000000000953,26,-268.4000000000233
-1.1000000000000136,159,-937.2000000000116
3.9725274725274726,272,1446.0
-1.100000000000048,21,-532.4000000000233
-1.1000000000000676,22,-378.4000000000232
-1.1,2,-198.00000000000003
-1.0999999999998507,1,-171.5999999999767
-1.1,7,-440.00000000000006
-1.1000000000000048,327,-2741.2000000000116
-1.1000000000058208,1,-4.400000000023283
-1.1,4,-836.0000000000001
-1.0999999999999892,454,-1174.7999999999886
-1.0999999999995842,1,-61.59999999997672
-1.0999999999999441,24,-228.7999999999884
-1.1000000000000607,2,-211.20000000001164
-1.1000000000000385,34,-664.4000000000233
