time,liquidity_type,liquidity_strength,sweep_direction,sweep_size,bos_strength,fvg_rejected,retracement_depth,time_since_sweep,ny_session,london_session,asian_session,suggested_tp,suggested_sl,max_favorable_excursion,max_adverse_excursion,time_to_target,label
1752483900000,2,1.3891667,-1,0.0002293252377884311,0.0,1.0,0.24675325,12,0,1,0,22852.75,22898.5,0.3620689655172414,1.103448275862069,36,0
1752486900000,2,1.3789583,-1,5.4586344680014845e-05,1.0,0.0,0.075,7,0,1,0,22852.75,22903.5,3.4324324324324325,1.2702702702702702,147,0
1752496020000,2,0.98291665,-1,5.456609044875153e-05,0.0,1.0,0.53488374,1,1,1,0,22852.75,22909.25,3.3,1.25,55,0
1752499800000,2,0.97041667,-1,0.00040304132807564107,0.0,1.0,0.8262911,0,1,1,0,22852.75,22959.75,1.3243243243243243,3.081081081081081,1,0
1752500280000,2,0.9683333,-1,0.0007081072837004597,0.0,1.0,0.38541666,5,1,1,0,22852.75,22964.75,2.8220338983050848,0.0847457627118644,6,1
1752500820000,3,1.5783334,1,0.0004920129891429134,0.0,1.0,0.055214725,2,1,1,0,22903.5,22842.5,0.7532467532467533,0.032467532467532464,1,1
1752500880000,2,0.965,-1,1.0912384465129475e-05,1.0,0.0,0.9917355,0,1,1,0,22852.75,22910.0,11.0,59.0,1,0
1752500940000,2,0.96479166,-1,0.00021815484630991077,1.0,0.0,0.71428573,0,1,1,0,22852.75,22924.5,0.7,2.0,1,0
1752501180000,2,0.96458334,-1,4.362668644409785e-05,0.0,1.0,0.7297297,1,1,1,0,22852.75,22935.75,2.066666666666667,1.1333333333333333,2,0
1752501420000,2,0.9635417,-1,0.00023999127304461657,1.0,0.0,0.07874016,2,1,1,0,22852.75,22936.75,0.18803418803418803,1.0940170940170941,10,0
1752505740000,2,0.13666667,-1,0.00039115978877371407,0.0,1.0,0.2580645,5,1,1,0,22852.75,23022.75,0.9710144927536232,1.4492753623188406,60,0
1752509700000,2,0.123125,-1,0.00023887079261672095,1.0,0.0,0.014925373,6,1,0,0,22852.75,23030.5,0.5606060606060606,1.2121212121212122,34,0
1752512280000,2,0.11479167,-1,4.340560366343295e-05,0.0,1.0,0.64285713,1,1,0,0,22852.75,23041.0,0.24,1.32,3,0
1752513120000,3,0.435625,-1,9.761600034707912e-05,0.0,1.0,0.6,1,1,0,0,22852.75,23052.0,0.4,1.6,1,0
1752514800000,3,0.43479165,-1,0.00014090918944698562,1.0,0.0,0.20779221,4,1,0,0,22852.75,23067.75,3.6885245901639343,1.7704918032786885,424,0
1752532920000,2,0.9841667,1,3.260550598311035e-05,1.0,0.0,0.73417723,5,0,0,0,23048.75,23001.5,1.1904761904761905,1.0,15,0
1752534240000,2,0.975625,1,7.608530249342405e-05,0.0,1.0,0.54545456,1,0,0,1,23039.5,22997.75,0.5333333333333333,1.2,7,0
1752541920000,2,0.986875,1,0.0002065127603147689,0.0,1.0,0.12903225,9,0,0,1,23039.5,22996.25,6.148148148148148,0.5925925925925926,31,1
1752544560000,2,1.4660417,-1,4.315413578448825e-05,0.0,1.0,0.8121646,2,0,0,1,22997.0,23173.75,4.123809523809523,1.2095238095238094,390,0
